Codigo   Nome
11940    Ortopedia e Traumatologia - Perna                                                                                       
11959    Ortopedia e Traumatologia - Articulação do Tornozelo                                                                    
11967    Ortopedia e Traumatologia - Pé                                                                                          
11975    Ortopedia e Traumatologia - Músculos                                                                                    
11983    Ortopedia e Traumatologia - Tendões, Bursas e Sinovia                                                                   
11991    Ortopedia e Traumatologia - Corpo Estranho Intra - Articular/ Muscular/ Ósseo  ou Subcutaneo                            
12009    Ortopedia e Traumatologia - Tração - Transesqueletica, Cutânea, Femoral e Instalação de Halo Craniano                   
12017    Ortopedia e Traumatologia - Retirada de Material de Síntese                                                             
12025    Ortopedia e Traumatologia - Tumores Ósseos                                                                              
12033    Ortopedia e Traumatologia - Imobilização Provisória -  Tala Gessada                                                     
12041    Ortopedia e Traumatologia - Aparelhos Gessados                                                                          
12050    Ortopedia e Traumatologia - Biópsia com Agulha ( Punção )                                                               
12068    Ortopedia e Traumatologia - Enxerto em Pseudoartroses                                                                   
12076    Ortopedia e Traumatologia - Infiltração ou Punção Articular                                                             
12084    Ortopedia e Traumatologia - Artroscópia para Diagnóstico                                                                
12092    Ortopedia e Traumatologia - Artroscópia para Cirurgia                                                                   
12106    Ortopedia e Traumatologia - Retirada de Enxerto Ósseo                                                                   
12114    Ortopedia e Traumatologia - Imobilização Não Gessada                                                                    
12122    Ortopedia e Traumatologia - Manipulação Articular Sob Anestesia Geral                                                   
12130    Cirurgia Pediátrica - Trato Digestivo                                                                                   
12149    Cirurgia Pediátrica - Trato Urogenital                                                                                  
12157    Cirurgia Pediátrica - Tórax                                                                                             
12165    Cirurgia Pediátrica - Oncologia                                                                                         
12173    Cirurgia Pediátrica - Parede, Pele, Tecido Subcutâneo                                                                   
12181    Cirurgia Pediátrica - Dissecação de Veia Colocação Cateter  Central Npp ou Qt                                           
12190    Cirurgia Plástica - Pele e Tecido Subcutâneo                                                                            
12203    Cirurgia Plástica - Cavidade Oral                                                                                       
12211    Cirurgia Pediátrica - Couro Cabeludo                                                                                    
12220    Cirurgia Plástica - Face                                                                                                
12238    Cirurgia Plástica - Genitália Masculina                                                                                 
12246    Cirurgia Plástica - Genitália Feminina                                                                                  
12254    Cirurgia Plástica - Lábios                                                                                              
12262    Cirurgia Plástica - Membros - Braço, Antebraço, Coxa e Perna                                                            
12270    Cirurgia Plástica - Mão                                                                                                 
12289    Cirurgia Plástica - Nariz                                                                                               
12297    Cirurgia Plástica - Pálpebra e Cavidade Orbitária                                                                       
12300    Cirurgia Plástica - Pavilhão Auricular                                                                                  
12319    Cirurgia Plástica - Pé                                                                                                  
12327    Cirurgia Plástica - Pescoço                                                                                             
12335    Cirurgia Plástica - Tórax e Abdomem                                                                                     
12343    Cirurgia Plástica - Face ( Cirurgia Reparadora e Funcional )                                                            
12351    Cirurgia Plástica - Face ( Sequela de Trauma )                                                                          
12360    Cirurgia Plástica - Queimadura                                                                                          
12378    Cirurgia Torácica - Pulmão                                                                                              
12386    Cirurgia Torácica - Pleura                                                                                              
12394    Cirurgia Torácica - Traquéia                                                                                            
12408    Cirurgia Torácica - Brônquios                                                                                           
12416    Cirurgia Torácica - Mediastino                                                                                          
12424    Cirurgia Torácica - Parede Torácica                                                                                     
12432    Urologia - Diagnose                                                                                                     
12440    Urologia - Rim e Bacinete                                                                                               
12459    Urologia - Ureter                                                                                                       
12467    Urologia - Bexiga                                                                                                       
12475    Urologia - Uretra                                                                                                       
12483    Urologia - Próstata e Vesícula Seminal                                                                                  
12491    Urologia - Bolsa Escrotal                                                                                               
12505    Urologia - Testículo                                                                                                    
12513    Urologia - Epidídimo                                                                                                    
12521    Urologia - Cordão Espermático                                                                                           
12530    Urologia - Pênis                                                                                                        
12548    Urologia - Linfáticos                                                                                                   
12556    Locação de Equipamento Audiovisual / Som / Vídeo / Filmagem                                                             
12564    Consulta Médica - Psicologia                                                                                            
12572    Psicologia - Terapia                                                                                                    
12580    Manutenção e Reparo em Sistema Elétrico de Motocicleta                                                                  
12599    Manutenção e Reparo em Sistema Mecânico de Motocicleta                                                                  
12602    Assessoria em Relações Governamentais                                                                                   
12610    Realização de Shows / Concursos / Artísticos / Culturais                                                                
12629    Recarga de Cartucho para Impressora                                                                                     
12637    Tradução / Interpretação Simultânea / Consecutiva                                                                       
12645    Redação / Revisão de Texto                                                                                              
12653    Treinamento - Língua Portuguesa                                                                                         
12661    Manutenção e Reparo em Balanças Mecânicas / Eletrônicas                                                                 
12670    Manutenção e Reparo de Implemento Agrícola                                                                              
12688    Revelação de Filme Fotográfico / Ampliação de Fotografia                                                                
12696    Limpeza / Recuperação de Carpetes e Tapetes                                                                             
12700    Instalação de Forro/Peça Decorativa de Gesso - Teto/Parede                                                              
12718    Reprodução em Gesso de Obra de Arte                                                                                     
12726    Estamparia de Peça - Aço Inoxidável / Metais Diversos                                                                   
12734    Manutenção de Equipamento de Confecção de Placa de Circuito Impresso                                                    
12742    Manutenção em Microscópio Óptico                                                                                        
12750    Manutenção/ Reparo de Carro de Transporte de Carga / Porta /Porta de Ferro/ Grade de Ferro/ Coletor de Lixo             
12769    Serviço Educacional - Básico / Fundamental                                                                              
12777    Serviço Educacional - Básico / Fundamental / Médio                                                                      
12785    Serviço Educacional - Superior ( Graduação )                                                                            
12793    Serviço Educacional - Pós - Graduação / doutorado                                                                       
12807    Buffet                                                                                                                  
12815    Manutenção e Reparo de Cilindro / Pistão Hidráulico                                                                     
12823    Treinamento / Elaboração de Tesauros / Vocabulário Controla-do                                                          
12831    Transporte Rodoviário - Combustível / Lubrificante                                                                      
12840    Ilustração de Caracteres Botânicos / Anatômicos                                                                         
12858    Laboratório para Anatomia Da Madeira                                                                                    
12866    Encadernação de Livro / Folha Solta                                                                                     
12874    Confecção de Carteira -Tipo Porta Documento / Dinheiro                                                                  
12882    Confecção Pasta - Uso Pessoal para Documento/Congresso                                                                  
12890    Gravação Tipo Douração / Baixo Relevo                                                                                   
12904    Elaboração de Arte - Gráfica                                                                                            
12912    Previdência Complementar                                                                                                
12920    Assistência Médica - Hospitalar:  Complementar de  Saúde  / Convênio                                                    
12939    Assistência Social                                                                                                      
12947    Desmontagem de Estrutura de Aeronave                                                                                    
12955    Locução de Texto / Mestre de Cerimônia / Locutor /  Apresentador                                                        
12963    Instalação/Montagem/Desmontagem/Remoção - Aparelhos Médico/ Odontológico/Hospitalar                                     
12971    Instalação e Montagem de Central de Esterilização                                                                       
12980    Manutenção de Central de Esterilização                                                                                  
12998    Instalação e Montagem de Lavanderia Hospitalar / Industrial                                                             
13005    Manutenção de Lavanderia Hospitalar / Industrial                                                                        
13013    Instalação e Montagem de Mobiliário Hospitalar                                                                          
13021    Manutenção de Mobiliário Hospitalar                                                                                     
13030    Manutenção de Prensa                                                                                                    
13048    Manutenção de Secadora Industrial de Roupa                                                                              
13056    Manutenção de Lavadora Industrial de Roupa                                                                              
13064    Manutenção de Centrífuga de Secagem Industrial de Roupa                                                                 
13072    Manutenção de Calandra Tipo - Industrial                                                                                
13080    Estofamento / Capotaria de automóvel                                                                                    
13099    Locação / Montagem / Desmontagem de Stands e Projetos em Feiras e Exposições                                            
13102    Instalação / Montagem / Assistência Técnica de Sistema   de Arquivamento Deslizante                                     
13110    Instalação / Montagem / Assistência Técnica de Fichário Tipo - Eletromecânico Rotativo                                  
13129    Manutenção / Instalações Prediais Eletrônicas                                                                           
13137    Confecção / Instalação - Vidro / Espelho / Moldura                                                                      
13145    Manutenção e Reparo de Arma de Fogo                                                                                     
13153    Assessoria e Planejamento - Indústria Gráfica                                                                           
13161    Coleta de Amostra de Rocha - Caverna / Montanha / Lago / Mar                                                            
13170    Captura / Coleta / Registro de Animal                                                                                   
13188    Coleta de Vegetais - Caverna / Montanha / Lago / Mar                                                                    
13196    Recuperação de Ecossistema Agredido                                                                                     
13200    Confecção de Móvel de Madeira com / sem Revestimento de Fór-Mica                                                        
13218    Coleta de Amostra de Rocha em Caverna                                                                                   
13226    Coleta de Amostra de Rocha em Montanha                                                                                  
13234    Coleta de Amostra de Rocha em Lago                                                                                      
13242    Coleta de Amostra de Rocha No Mar                                                                                       
13250    Coleta / Captura de Animal em Caverna ´Inativo´                                                                         
13293    Coleta de Vegetal em Caverna                                                                                            
13307    Coleta de Vegetal em Montanha                                                                                           
13315    Coleta de Vegetal em Lago                                                                                               
13323    Coleta de Vegetal No Mar                                                                                                
13331    Instalação de Sistema Eletrônico Integrado de Segurança -   ( Pessoal / Patrimônial )                                   
13340    Corretagem - Plano de Saúde                                                                                             
13358    RECUPERAçãO OBRA RARA - LIVRO / DOCUMENTO                                                                               
13366    RECUPERAçãO OBRA DE ARTE - QUADRO / PINTURA                                                                             
13374    Recuperação Obra de Arte   Escultura                                                                                    
13382    Instrutor de Direção Veículo Automotor - Automóvel / Veículo Pesado                                                     
13390    Instrutor de Direção Veículo Automotor - Motocicleta                                                                    
13404    Treinamento de Bombeiro Particular / Brigada Contra Incêndio                                                            
13412    Calafetação de Piso                                                                                                     
13420    Revestimento de Assoalho por Verniz                                                                                     
13439    Prestação de Serviços de Ascensorista                                                                                   
13447    Prestação de Servilços de Telefonista                                                                                   
13455    Obras Civis - Pequenas Obras / Pintura em Geral                                                                         
13463    Retífica de Motor de Combustão Interna                                                                                  
13471    Pintura Veículos Leves - Secagem por Estufa                                                                             
13480    Pintura Veículo Pesado - Secagem por Estufa                                                                             
13498    Regulagem de Carburador de Motor a Explosão -  Combustível  Álcool / Gasolina                                           
13501    Instalação de Aparelho Óptico                                                                                           
13510    Instalação de Aparelho Oftalmológico                                                                                    
13528    Manutenção de Aparelho Oftalmológico                                                                                    
13536    Manutenção / Reparo de Aparelho Óptico                                                                                  
13544    Lavagem de Veículo Automotivo                                                                                           
13552    Reparo de Pneu / Câmara de Ar                                                                                           
13560    Troca de Óleo de Veículo Automotivo                                                                                     
13579    Montagem / Desmontagem - Manutenção / Reparo em Carrocerias,Carroças e Carretas de Madeira                              
13587    Confecção Artefato de Madeira                                                                                           
13595    Manutenção / Higienização de Resrvatório de Água Potável                                                                
13609    Recuperação de Esquadria Metálica / Grelhas                                                                             
13617    Polimento Manual em Pintura Tipo Automotiva                                                                             
13625    Pintura Automotiva - Polimento Mecanizado                                                                               
13633    Manutenção de Sistema de Termometria de Silo / Armazém Graneleiro                                                       
13641    Obras Civis de Piscinas - Concreto Armado                                                                               
13650    Obras Civis de Piscinas - Fibra de Vidro                                                                                
13668    Estudos e Projetos de Instalação de Rede Local de Microcomputador                                                       
13676    Instalação de Rede Local de Microcomputador                                                                             
13684    Estudos e Projetos de Instalação de Rede Comunicação / Local                                                            
13692    Instalação e Montagem de Rede Local de Conectividade                                                                    
13706    Pregão Público em Bolsa de Cereal                                                                                       
13714    Pregão Público em Bolsa de Valor                                                                                        
13722    Manutenção e Reparo em Pára- Raio                                                                                       
13730    Coordenação / Controle de Serviço Projeção ( Slide -Desk )                                                              
13749    Gravação - Degravação - Imagem / Som / Dados                                                                            
13757    Instalação / Manutenção / Operação / Locação - Equipamento  de Luz / Imagem / Som                                       
13765    Locação de Equipamento de Topografia                                                                                    
13773    Manutenção e Reparo de Equipamentos de Topografia                                                                       
13781    Consultoria Técnica - Documentação                                                                                      
13790    Treinamento de Pessoal para Documentação                                                                                
13803    Armazenamento / Conservação / Guarda de Grão                                                                            
13811    Serviço Bancário                                                                                                        
13838    Estudos e Projetos de Sistemas de Detecção / Proteção Contra Luz / Calor / Radiação                                     
13846    Aferição/Controle de Qualidade de Aparelhos Dectores/Emissores - Luz/Calor/Radiação/Som/Vibração                        
13854    Manutenção e Reparo em Aparelho Auditivo.                                                                               
13870    Consulta Médica - Acupuntura                                                                                            
13889    Terapia - Acupuntura                                                                                                    
13897    Agenciamento de Carga Aérea / Terrestre / Marítima / Fluvial                                                            
13900    Hospedagem Animal                                                                                                       
13919    Coleta e Transporte de Documento Comercial / Sigiloso                                                                   
13927    Confecção de Peça - Decoração / Museu                                                                                   
13935    Disponibilização de Linha para Comunicação / Transmissão  Dedados                                                       
13943    Corretagem - Seguro                                                                                                     
13951    Consulta Médica - Ginecologia / Obstetrícia                                                                             
13960    Guarda / Custódia Valor ( Cofre de Aluguel / Caixa Forte )                                                              
13978    Consulta Médica - Ortopedia                                                                                             
13986    Estudos e Projetos de Sistema de Irrigação                                                                              
13994    Manutenção e Reparo de Equipamento Aviônico                                                                             
14001    Serviço Veterinário                                                                                                     
14010    Informática - Estudo e Projeto de Instalações Físicas                                                                   
14028    Recuperação Monumento Histórico / Edificação Antiga                                                                     
14036    Organização de Arquivo                                                                                                  
14044    Roçada / Limpeza de Área - Mecanizada / Manual                                                                          
14052    Remoção de Enfermo/Uti Móvel                                                                                            
14060    Terapia - Psiquiatria                                                                                                   
14079    Guarda - Móveis                                                                                                         
14087    Armazenagem em Geral                                                                                                    
14095    Pesquisa Histórica / Documental                                                                                         
14109    Administração de Tíquete ( Ticket ) / Vale Alimentação (Car-tão Eletrônico) - Sistema Convênio                          
14117    Armazenagem Frigorífica                                                                                                 
14125    Inseminação Artificial de Animal                                                                                        
14133    Manutenção de Molde para Injeção de Peça                                                                                
14141    Consultoria e Assessoria - Rural ( Agricultura / Pecuária )                                                             
14150    Tratamento de Água para Consumo Humano / Industrial                                                                     
14168    Estudos e Projetos de Auditórios                                                                                        
14176    Telemarketing                                                                                                           
14184    Estudos e Projetos Sistema Integrado - Segurança  Pessoal / Patrimonial                                                 
14192    Confecção de Artefato de Couro por Solda / Costura                                                                      
14206    Locação de Equipamento de Laboratório                                                                                   
14214    Solda por Fricção                                                                                                       
14222    Classificação de Produto ( Material )                                                                                   
14230    Radiochamada                                                                                                            
14249    Confecção / Manutenção de Painel Visual                                                                                 
14257    Fornecimento de Medicamento - Sistema Convênio                                                                          
14265    Coleta de Lixo - Residencial / Comercial / Industrial                                                                   
14273    Esterilização - Reprocessamento de Artigo / Instrumento  Médico Cirúrgico                                               
14281    Advocacia                                                                                                               
14290    Refino de Produto Químico                                                                                               
14303    Locação de Equipamento de Microfilmagem                                                                                 
14311    Orientação / Educação - Atividade Física                                                                                
14320    Carregamento de Material Bélico                                                                                         
14338    Atendimento Médico em Uti Neonatal / Pedriátrica / Adulto                                                               
14346    Prestação de Serviços de Garagista / Manobrista                                                                         
14354    Prestação de Serviços de Eletricista                                                                                    
14362    Agropecuária - Administração e Cormecialização de Produção                                                              
14370    Gráfico - Impresso Uso Oficial / Segurança                                                                              
14389    Prestação de Serviços de Operador de Carga e Descarga                                                                   
14397    Prestação de Serviços de Copeiragem                                                                                     
14400    Desentupimento                                                                                                          
14419    Transporte de Mudança - Internacional                                                                                   
14427    Aferição, Calibração e Medição de Máquinas / Instrumentos   / Sensores / Padrões                                        
14435    Aferição E/Ou Calibragem de Máquina Universal de Ensaios                                                                
14443    Aferição E/Ou Calibração de Instrumento  de Medir Força   de Uso Geral                                                  
14451    Aferição de Instrumento Digital e Analógico                                                                             
14460    Aferição E/Ou Calibração de Sensores                                                                                    
14478    Aferição, Calibração e Medição de Avaliação Geométrica                                                                  
14486    Informática - Digitalização de Documento                                                                                
14494    Gravação de Disco Óptico                                                                                                
14516    Teste de Impressão ( Prova de Prelo )                                                                                   
14524    Avaliação Radiométrica                                                                                                  
14540    Confecção de Prótese de Membro Inferior  - Amputação  Abaixo do Joelho                                                  
14559    Confecção de Prótese de Membro Inferior - Amputação   Acima do Joelho                                                   
14567    Confecção de Prótese para Membros Superiores                                                                            
14575    Confecção de Prótese para Amputação Parcial de Mão e Dedos - Luva Cosmética                                             
14583    Psicologia - Aplicada                                                                                                   
14591    Promoção de Evento                                                                                                      
14605    Armazenamento de Grão - em Silo                                                                                         
14613    Manutenção de Poço Artesiano                                                                                            
14621    Estudo, Projeto - Comércio Exterior                                                                                     
14630    Estacionamento de Veículos Automotores - Gerência / Controle                                                            
14648    Instalação e Montagem de Equipamento - Liquefação /  Fabricação de Gás                                                  
14656    Manutenção de Equipamento - Liquefação / Fabricação de Gás / Produção de Gás                                            
14664    Regência de Coral                                                                                                       
14672    Limpeza Urbana                                                                                                          
14680    Locação de Aeronave                                                                                                     
14699    Locação de Embarcação Marítima / Fluvial                                                                                
14702    Curso Equitação                                                                                                         
14710    Curso Estabulação                                                                                                       
14729    Treinamento na Área de Administração Pública                                                                            
14737    Estudo, Projeto - Multisetorial                                                                                         
14745    Curso Formação / Aperfeiçoamento - Vigilante                                                                            
14753    Coleta de Dados - Satélite                                                                                              
14761    Informática - Digitação Documento                                                                                       
14770    Manipulação de Valores / Documentos                                                                                     
14788    Locação de Equipamentos para Consumo de Gases                                                                           
14796    Produção de Mudas                                                                                                       
14800    Cadastramento Técnico de Dados                                                                                          
14818    Locação de Equipamento - Alarme                                                                                         
14826    Instalação / Manutenção / Monitorização - Sistema Alarme                                                                
14834    Instalação e Montagem Vidraria Laboratório                                                                              
14842    Manutenção Vidraria Laboratório                                                                                         
14850    Estudos e Projetos Desenvolvimento Equipamento Aeroespacial                                                             
14869    Estudos e Projetos Sistema Aeroespacial                                                                                 
14877    Estudos e Projetos Sistema Produção / Prospecção Petróleo                                                               
14885    Estudo e Projeto Desenvolvimento Equipamento Indústria Petrolífera                                                      
14893    Laboratório - Preparação Meios de Cultura / Soluções                                                                    
14907    Almoxarife / Controle de Estoque                                                                                        
14923    Instalação / Manutenção - Hidrômetro / Cavalete                                                                         
14931    Leitura Medidor - Hidrômetro                                                                                            
14940    Usinagem Industrial                                                                                                     
14958    Informática - Internet                                                                                                  
14966    Coleta de Rejeito Nuclear                                                                                               
14974    Divulgação Técnico-Científica                                                                                           
14982    Embalagem / Etiquetagem / Postagem - Encomenda                                                                          
14990    Manutenção Turbinas Aeronáuticas e Componentes                                                                          
15008    Prestação de Serviços de Motorista                                                                                      
15016    Análise de Semente                                                                                                      
15024    Curso Oratória / Expressão                                                                                              
15032    Movimentação Carga Geral / Braçagem                                                                                     
15040    Abate - Animal / Ave                                                                                                    
15059    Acampamento / Lazer / Turismo                                                                                           
15067    Arbitragem / Mediação Civil e Comercial                                                                                 
15075    Sistema de Custos - Estruturação                                                                                        
15083    Conservação Acervo Histórico-Cultural                                                                                   
15091    Içamento - Móveis / Carga / Equipamento                                                                                 
15105    Fabricação Carroceria / Reboque / Cabine Dupla                                                                          
15113    Treinamento - Área Artística                                                                                            
15121    Dosimetria Pessoal                                                                                                      
15130    Poda e Corte de Árvores - Áreas Públicas / Particulares                                                                 
15148    Plantio de Árvore                                                                                                       
15156    Administração / Execução Projeto Educacional - Convênio / Estágio / Universitário / Monitor                             
15164    Elaboração - Fornecimento de Periódico / Programa para  Consulta                                                        
15180    Montagem Mecânica de Componente - Satélite                                                                              
15199    Montagem / Teste Componente Eletrônico - Satélite                                                                       
15202    Modelagem / Prototipação de Componente Mecânico                                                                         
15210    Cantina / Bar / Lanchonete / Refeição Rápida / Restaurante                                                              
15229    Museologia / Museólogo                                                                                                  
15237    Esterilização                                                                                                           
15245    Cormecialização - Automóvel / Caminhão / Utilitário                                                                     
15253    Assistência Técnica - Veículo Automotivo                                                                                
15261    Treinamento em Manutenção de Equipamento de Pesquisa / Ensino                                                           
15270    Desenho / Produção - Multimídia                                                                                         
15288    Cenografia                                                                                                              
15296    Projeto e Montagem de Iluminação - Residencial / Comercial /Artística                                                   
15300    Agropecuária - Serviços Auxiliares                                                                                      
15318    Agropecuária - Pesquisa                                                                                                 
15326    Agropecuária - Assistência Técnica e Extensão Rural                                                                     
15334    Agropecuária - Treinamento e Captação de Tecnologia                                                                     
15342    Pesquisa / Estudo de Dados Estatísticos                                                                                 
15350    Locação VHS / CD / DVD / Livros                                                                                         
15369    Infra-Estrutura Aeroportuária - Implantação / Administração Apoio Navegação Aérea                                       
15377    Infra-Estrutura Aeroportuária - Operação Industrial / Comercial de Aeroporto                                            
15385    Conferência / Envelopamento / Pagamento de Valores                                                                      
15393    Conserto / Manutenção Amortecedor                                                                                       
15407    Documento - Guarda / Transporte                                                                                         
