Codigo   Nome                                                                                                Classe
11044    PORTA-LÂMPADA                                                                                       6250
11045    PORTA-MAPAS DE AERONAVES                                                                            1680
11046    PORTA-NEGATIVO FILME                                                                                6760
11048    PORTA-PAPEL DE EMBRULHO                                                                             8135
11049    PORTA-PAPEL HIGIÊNICO                                                                               4510
11051    PORTA-PRISMA DE TOPOGRAFIA                                                                          6675
11052    PORTA-RETRATO                                                                                       7290
11053    PORTA-REVISTA                                                                                       7210
11054    PORTA-SAPATO                                                                                        7290
11057    PORTA-TOALHA                                                                                        4510
11058    PORTA-VEÍCULO AUTOMOTIVO                                                                            2510
11059    PORTA-AGULHA                                                                                        6515
11060    PORTA-ALGODÃO                                                                                       6520
11061    PORTA AMÁLGAMA                                                                                      6520
11063    PORTA BROCA                                                                                         6520
11064    PORTA CARGAS                                                                                        7125
11065    PORTA CASSETE - USO LABORATORIO                                                                     6640
11066    PORTA CASSETETES                                                                                    8465
11067    PORTA COADOR CAFE                                                                                   7330
11068    PORTA CORTA-FOGO / DAMPERS / ACESSÓRIOS                                                             4210
11069    PORTA DE AÇO ONDULADO TIPO ENROLÁVEL                                                                5670
11071    PORTA                                                                                               5520
11072    PORTA DETRITO - USO ODONTOLOGICO                                                                    6520
11073    PORTA ESFERA COM OU SEM REBITE PARA ROLAMENTO                                                       3110
11074    PORTA ESFERA DE ACO PRE - REBITADO PARA ROLAMENTO                                                   3110
11075    PORTA ESFERA DE NYLON PARA ROLAMENTO                                                                3110
11076    PORTA ESTANQUE USO NAVAL                                                                            2040
11077    PORTA FUNIL - USO LABORATORIO                                                                       6640
11080    PORTA LIGADURA - USO ODONTOLOGICO                                                                   6520
11081    PORTA MATRIZ - USO ODONTOLOGICO                                                                     6520
11082    PORTA METALICA PRE - FABRICADA                                                                      5670
11083    PORTA PARA REDE - PESCA PROFISSIONAL                                                                7810
11084    PORTA PRONTUÁRIO                                                                                    7510
11085    PORTA ROLO DE ACO PARA ROLAMENTO CONICO                                                             3110
11088    PORTA TIPO BASCULANTE                                                                               5670
11089    PORTA-BIBLIA                                                                                        7105
11090    PORTA-CADINHO - GEMOLOGIA                                                                           6640
11091    PORTA-CHASSIS - RAIO X                                                                              6525
11092    PORTA LÂMINA                                                                                        6640
11093    PORTA LENTES                                                                                        6515
11094    PORTA-STARTER                                                                                       6250
11095    PORTAO DE MADEIRA                                                                                   5660
11096    PORTÃO                                                                                              5660
11097    PORTAS DE AERONAVES                                                                                 1680
11098    PORTEIRA                                                                                            5660
11099    PORTEIRO ELETRÔNICO                                                                                 6350
11100    PORTICO ACIMA DE 30 T                                                                               3950
11101    PORTICO ATE 30 T INCLUSIVE                                                                          3950
11103    PICADEIRA PARA SOLDA                                                                                3436
11104    POSICIONADOR DE VALVULA                                                                             4820
11105    POSICIONADOR FILME RADIOGRÁFICO                                                                     6525
11107    POSTE DE MADEIRA                                                                                    5510
11108    POSTE DE MADEIRA DE LINHA DE COMUNICACAO                                                            6150
11109    POSTE DE MADEIRA DE LINHA DE COMUNICACAO, ILUMINACAO E DISTRIBUICAO                                 6150
11112    POSTE POLIPROPILENO                                                                                 9330
11113    VANILINA                                                                                            6810
11114    CITRATO DE ITRIO                                                                                    6505
11115    POTE DE CONDIMENTO                                                                                  7330
11116    POTE DE PUPINIZACAO - CHOQUE                                                                        5950
11118    POTENCIÔMETRO                                                                                       5905
11125    POTENCIÔMETRO MULTIVOLTAS                                                                           5905
11129    PRANCHA METAL FERROSO                                                                               9520
11130    PRANCHA DE CURVA                                                                                    3441
11131    PRANCHA PARA ABDOMINAL                                                                              7830
11132    PRANCHA NATAÇÃO                                                                                     7830
11133    PRANCHA VOCALIZADORA (VOXTABLE)                                                                     7025
11135    PRANCHETA PARA DESENHO                                                                              7110
11137    PRATA                                                                                               6810
11138    PRATELEIRA DE CABO ELETRICO                                                                         5975
11139    PRATELEIRA ESPECIAL PARA BATERIA                                                                    6160
11140    MÓDULO PRATELEIRA                                                                                   7125
11141    PRATICA EM CODIGO TELEGRAFICO                                                                       6940
11142    PRATO DE BALANCA                                                                                    6670
11143    PRATO ASSENTO VALVULA                                                                               2990
11144    PRAVASTATINA                                                                                        6505
11145    PRAVASTATINA                                                                                        6810
11146    PRAZIQUANTEL                                                                                        6505
11148    PRE - AQUECEDOR DE AGUA INDUSTRIAL                                                                  4410
11149    PRÉ AMPLIFICADOR                                                                                    5835
11150    PRE-AQUECEDORES DE MOTOR DE AERONAVES                                                               1730
11151    PRECIPITADOR ELETRONICO                                                                             4460
11152    PRECIPITADOR ELETROSTATICO                                                                          4460
11153    PREDNISOLONA FOSFATO SÓDICO                                                                         6505
11154    PREDNISONA                                                                                          6505
11155    PREGADOR DE ROUPA                                                                                   7290
11156    PREGABALINA                                                                                         6505
11164    PRENDEDOR DE CHAPA DE RAIO - X                                                                      6525
11165    PRENDEDOR DE CHAPA FOTOGRAFICA                                                                      6740
11167    PRENDEDOR DE CRACHÁ                                                                                 8455
11168    PRENDEDOR DE GRAVATA                                                                                8440
11169    PRENDEDOR PARA CORRENTE                                                                             4010
11170    PRENDEDOR PORTA                                                                                     5340
11171    PRENDEDOR UMBILICAL - USO MÉDICO                                                                    6515
11172    EUCALIPTOL                                                                                          6810
11173    PRENSA AXIAL MANUAL                                                                                 3444
11174    PRENSA COMPRESSAO HIDRAULICA PARA CONEXAO ELETRICA                                                  6150
11175    PRENSA DE COMPACTAR MATERIAL METALICO EM PO                                                         3443
11176    PRENSA DE FRICCAO                                                                                   3443
11177    PRENSA DE MOLDAR COMPRIMIDO                                                                         3650
11178    PRENSA DE PLANIGRAVURA ( OFF - SET )                                                                3610
11179    PRENSA DE TRABALHAR BORRACHA / MATERIAL PLÁSTICO                                                    3620
11180    PRENSA FORJADORA                                                                                    3446
11184    PRENSA HIDRAULICA MOTORIZADA TRANSVERSAL                                                            3442
11185    PRENSA INDUSTRIAL DE VESTUARIO                                                                      3510
11186    PRENSA PRODUTO ALIMENTÍCIO                                                                          3605
11187    PRENSA PARA ALINHAMENTO                                                                             3444
11188    PRENSA PARA COMPRESSAO                                                                              3444
11189    PRENSA PARA EIXO                                                                                    3444
11190    PRENSA PARA ENSAIO ELETRICA                                                                         3442
11191    PRENSA PARA MONTAGEM                                                                                3444
11192    PRENSA PARA MUFLA BANCADA                                                                           6520
11194    PRENSA PORTATIL DE BROCAR                                                                           3450
11195    PRENSA SELADORA CADARCO - EQUIPAMENTO GRAFICO                                                       3610
11196    PRENSA VIRADEIRA                                                                                    3422
11197    PRENSADOR FOTOGRAFICO                                                                               6740
11200    SOLUÇÃO LIMPEZA MULTIUSO                                                                            7930
11201    PREPARADOR AUTOMATICO - DISSOLUCAO COMPRIMIDO                                                       6640
11202    PRESILHA DE ARAME PARA FIXACAO DE FAROL                                                             5325
11203    PRESILHA DE CABO / CORDA                                                                            4030
11204    PRESILHA DE CABO GUIA DE RADIO FREQUENCIA                                                           5985
11205    PRESILHA PARA JUNTA                                                                                 5340
11207    PRESSURIZADOR                                                                                       6515
11208    PROCIMIDONA                                                                                         6840
11209    PRIMAQUINA                                                                                          6810
11210    PRIMAQUINA DIFOSFATO                                                                                6505
11211    SOLUÇÃO ASFÁLTICA                                                                                   8010
11212    PRIMER                                                                                              8030
11213    PRIMIDONA                                                                                           6505
11214    PRISIONEIRO DE ROSCA DUPLA                                                                          5307
11215    PRISMA DE INSTRUMENTO OPTICO                                                                        6650
11218    PROBE                                                                                               6515
11219    PROCAINAMIDA                                                                                        6810
11220    PROCARBAZINA CLORIDRATO                                                                             6505
11221    PROCESSADOR FILME RAIOS X                                                                           6525
11222    PROCESSADORA DE MICROFILME                                                                          6740
11223    PEÇAS / COMPONENTES PROCESSADORA FILME FOTOGRÁFICO                                                  6740
11224    PROPAMOCARBE                                                                                        6840
11226    PRODUTO CONCENTRADO - LIMPEZA VEICULO AUTOMOTIVO                                                    7930
11228    PRODUTO DE CONFEITARIA                                                                              8925
11229    SETOXIDIM                                                                                           6840
11231    AZUL DE NITROTETRAZÓLIO                                                                             6810
11232    ESTOJO DETECTAÇÃO CLORO / PH                                                                        6850
11233    PRODUTO PARA POLIMENTO                                                                              7930
11234    3,3-DIAMINOBENZIDINA  (DAB)                                                                         6810
11235    DIETIL-M-TOLUAMIDA                                                                                  6810
11236    RIBOFLAVINA                                                                                         6505
11238    TRIPOLIFOSFATO DE SÓDIO                                                                             6810
11240    NITROBENZALDEÍDO                                                                                    6810
11241    PROFOXIDIM                                                                                          6840
11242    PROFUNDIMETRO                                                                                       2090
11246    PROGRAMA ( SOFTWARE ) DE SISTEMA INTERPRETADOR                                                      7030
11248    SOFTWARE                                                                                            7030
11251    PROGRAMA ( SOFTWARE ) BANCO DE DADOS SQL SERVER                                                     7030
11252    PROGRAMA / PRODUCAO - EDUCATIVO, INSTITUCIONAL                                                      6910
11253    PROGRAMA DE EVENTO                                                                                  7610
11254    PROGRAMA IMPRESSO                                                                                   7690
11255    PROJÉTIL NÃO LETAL                                                                                  1305
11256    PROJETOR DE FILME                                                                                   6730
11257    PROJETOR DE FOTOMAPA                                                                                6730
11258    PROJETOR OPTICO DE PERFIL DE MEDICAO E INSPECAO                                                     5280
11260    PROLONGADOR DE LAPIS                                                                                7510
11261    PROMESTRIENO                                                                                        6505
11262    PROMETAZINA CLORIDRATO                                                                              6505
11263    BIS(1,5-CICLOOCTADIENO)NIQUEL(0)                                                                    6810
11264    TETRACIANOBENZENO                                                                                   6810
11265    PROPATILNITRATO                                                                                     6505
11266    PROPELENTE A GRANEL DE USO NAO ESPECIFICO EM MISSI                                                  9135
11267    PROPELENTE LIQUIDO A GRANEL A BASE DE PETROLEO                                                      9130
11268    PROPELENTE LIQUIDO ACONDICIONADO EM EMBALAGEM CONSUMIVEL PARA MISSIL                                2845
11269    PROPELENTE LIQUIDO EMBALADO A BASE DE PETROLEO                                                      9130
11270    TETRAPROPILAMÔNIO                                                                                   6810
11271    PROPILENOGLICOL                                                                                     6810
11272    NIPAZOL                                                                                             6810
11273    PROPILAMINA                                                                                         6810
11274    PROPILTIOURACIL                                                                                     6505
11275    FLUTICASONA PROPIONATO                                                                              6505
11276    PROPOFOL                                                                                            6505
11277    PROPORCIONADOR / EDUTOR DE ESPUMA -  COMBATE  A INCENDIO                                            4210
11278    DIISOPROPIL-ETILAMINA                                                                               6810
11279    2,3-DICLORO-5,6-DICIANO-P-BENZOQUINONA                                                              6810
11280    ISOPROPÓXIDO DE TITÂNIO                                                                             6810
11281    CARFENTRAZONA                                                                                       6840
11282    BENZOINOXIMA                                                                                        6810
11283    CORDA SALVAMENTO                                                                                    4240
11285    RECIPIENTE PROTETOR RADIOLÓGICO                                                                     8145
11286    PROTEÇÃO RADIOLÓGICA                                                                                6530
11287    PROTEÍNA                                                                                            6550
11288    PRÓTESE INTRALUMINAL                                                                                6515
11289    PRÓTESE P/ CIRURGIA DE OUVIDO                                                                       6515
11291    PRÓTESE ESÔFAGO AUTO EXPANSIVA                                                                      6515
11292    PRÓTESE EXTERNA MEMBRO INFERIOR                                                                     6515
11293    PRÓTESE EXTERNA MEMBRO SUPERIOR                                                                     6515
11294    COMPONENTE UMERAL                                                                                   6515
11295    PRÓTESE OCULAR                                                                                      6540
11296    ENDOPRÓTESE ENTÉRICA                                                                                6515
11297    PRÓTESE TESTICULAR                                                                                  6515
11298    CLORETO DE ALUMÍNIO FTALOCIANINA                                                                    6810
11299    BUTÓXIDO DE TITÂNIO IV                                                                              6810
11300    PRÓTESE TUNELIZAÇÃO ESOFAGO                                                                         6515
11302    PROTETOR COLCHÃO                                                                                    6515
11303    PROTETOR                                                                                            6515
11304    TAMPA PROTETORA                                                                                     6515
11306    PROTETOR CONTRA SURTO TRANSITORIO ELETRICO - RAIOS / DESCARGA ATMOSFERICA                           5920
11307    PROTETOR DE ACRILICO PARA TELEFONE TIPO ORELHAO                                                     5805
11308    PROTETOR DE BOMBA - SUBMERSA / IRRIGACAO                                                            4330
11310    PROTETOR DE DISCO - MAQUINA ESMERILHAR, INDUSTRIAL                                                  3415
11311    PROTETOR DE EXTINTOR DE INCENDIO                                                                    4210
11312    PROTETOR DE FIBRA DE VIDRO ( ORELHAO )                                                              5805
11313    PROTETOR DE LENTE DE MAQUINA FOTOGRAFICA                                                            6750
11314    PROTETOR DE LINHA - CENTELHADOR                                                                     5920
11316    PROTETOR EMBORRACHADO                                                                               9320
11317    PROTETOR CÂMARA DE AR                                                                               2640
11318    CLORETO DE SAMÁRIO III                                                                              6810
11320    PROTETOR MICROCAMERA - DESCARTAVEL                                                                  9330
11321    PROTETOR CERDAS                                                                                     9999
11322    ÓRTESE MEMBRO INFERIOR                                                                              6515
11323    PROTETOR PARA DESCONTROLE DO POÇO PETRÓLEO                                                          3835
11324    RESPIRADOR PNEUMÁTICO                                                                               6515
11325    PROTETOR TRAQUEOSTOMIA                                                                              6515
11328    PRUMO                                                                                               5210
11329    PSICRÔMETRO                                                                                         6660
11330    PSORALENO                                                                                           6810
11331    PUA                                                                                                 5133
11332    PUBLICAÇÃO PERIÓDICA                                                                                7630
11333    PUBLICAÇÃO TÉCNICA                                                                                  7610
11335    PULMÃO TESTE                                                                                        6530
11336    PULPITO PORTATIL                                                                                    5410
11337    PULPOSAN                                                                                            6520
11338    PULSEIRA IDENTIFICAÇÃO                                                                              9905
11339    PULVERIZADOR                                                                                        3740
11340    PEÇA/ACESSÓRIO CONTROLE PRAGA                                                                       3740
11341    PUNCAO - FERRAMENTA                                                                                 5120
11342    PUNCIONADEIRA DE CABECOTE DE BANCADA                                                                3445
11343    PURGADOR                                                                                            4330
11344    PURIFICADOR AR                                                                                      4460
11345    PUXADOR                                                                                             5340
11346    CANALETA PVC                                                                                        7520
11347    CANTONEIRA                                                                                          5680
11348    ADESIVO CONEXÃO HIDRÁULICA                                                                          8040
11349    GOTEJADOR                                                                                           4730
11350    PVC - DIVISORIA                                                                                     5680
11351    PVC - FORRO / REVESTIMENTO                                                                          5680
11352    PVC - PELÍCULA / FILME                                                                              9390
11353    PVC - PROTETOR PORTA / QUINA / PAREDE                                                               5680
11355    QUADRANTE DA MANETA DO MOTOR DE AERONAVE                                                            2995
11357    QUADRANTES DE CONTROLE DA CARLINGA DE AERONAVES                                                     1680
11358    PORTA-CARTAZ                                                                                        7195
11359    QUADRO CHASSI                                                                                       2510
11360    QUADRO DISTRIBUIÇÃO                                                                                 6110
11361    QUADRO DE PILOTAGEM PARA NAVEGACAO                                                                  6605
11362    QUADRO GIZ                                                                                          7110
11363    QUADRO MAGNÉTICO                                                                                    7110
11364    QUARTEL DE AMARRA                                                                                   4010
11365    QUEBRA - GELO                                                                                       7330
11366    QUEBRA - LUZ                                                                                        6250
11367    QUEBRA - NOZES                                                                                      7330
11368    CORTADOR CONCRETO / ROCHA                                                                           3820
11369    QUEIJO RALADO                                                                                       8950
11370    QUEIMADOR DE ACETILENO                                                                              6260
11371    QUEIMADOR DE COMBUSTIVEL                                                                            4530
11372    QUEIMADOR DE GÁS                                                                                    4530
11373    QUEIMADOR DE OLEO                                                                                   4530
11374    QUEIMADOR PINGA-FOGO                                                                                4210
11378    QUINIDINA SULFATO                                                                                   6505
11379    QUIRELA                                                                                             8710
11380    BAROFTALMO                                                                                          6540
11383    ENGATE HIDRÁULICO                                                                                   4510
11384    RABICHO TRIPOLAR PARA CORRENTE ELETRICA                                                             6150
11390    RAÇÃO HUMANA DE EMERGÊNCIA                                                                          8970
11391    RADIADOR DE AERONAVE                                                                                2935
11392    RADIADOR DE TRANSFORMADOR DE ALTA POTENCIA                                                          6120
11393    RÁDIO - RELÓGIO                                                                                     7730
11395    RADIO DE BOLSO COM FONE DE OUVIDO                                                                   5835
11396    RÁDIO RECEPTOR                                                                                      7730
11398    RADIOGONIOMETRO                                                                                     5820
11399    RADIOSSONDA                                                                                         6660
11400    RAIZ - ALIMENTO                                                                                     8915
11401    RALADOR ALIMENTO                                                                                    7330
11402    CANALETA CONCRETO                                                                                   5630
11403    RALO DE PVC                                                                                         5630
11405    RALO METALICO                                                                                       5680
11406    RALO SIFONADO                                                                                       5630
11407    RALTITREXEDE                                                                                        6505
11408    RAMIPRIL                                                                                            6505
11409    RAMPA                                                                                               3990
11410    RAMPAS DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS DE AERONAVES                                        1730
11411    RANITIDINA CLORIDRATO                                                                               6505
11412    RAPADURA                                                                                            8940
11413    RAPE                                                                                                8975
11414    RAQUETE  ESPORTIVA                                                                                  7810
11415    RAQUIALBUMINIMETRO                                                                                  6640
11416    MOTO-RASPO-TRANSPORTADOR                                                                            3805
11417    RASPADEIRA MANUAL                                                                                   5110
11419    RASTELO                                                                                             3750
11420    RASTREADOR DE SATELITE                                                                              5840
11421    PIRITIOBAQUE                                                                                        6840
11422    ATRAZINA                                                                                            6840
11423    RAVIOLI                                                                                             8920
11424    REAGENTE ANALÍTICO                                                                                  6550
11425    CLORETO DE RÓDIO                                                                                    6810
11426    REAGENTE PARA DIAGNÓSTICO CLÍNICO¨                                                                  6550
11427    REAGENTE RADIOMÉTRICO                                                                               6810
11428    REAGENTE PARA TINTA                                                                                 8010
11429    REANIMADOR                                                                                          6515
11430    DINITROBENZENOSULFONILA                                                                             6810
11431    BROMETO DE NITROBENZILA                                                                             6810
11432    REATIVO COAGULAÇÃO                                                                                  6850
11433    REATOR LÂMPADA VAPOR METÁLICO                                                                       6250
11434    REATOR DE AGUA PRESSURIZADA                                                                         4470
11435    REATOR POTÊNCIA                                                                                     6110
11436    REATOR DE SINALIZADOR DE ESTRADA                                                                    6310
11437    REBENQUE                                                                                            3770
11438    REBENTO EM FLOR                                                                                     8730
11439    REBENTO EM VEGETACAO                                                                                8730
11440    REBITADEIRA MANUAL                                                                                  5120
11441    REBITADEIRA PORTATIL MOTORIZADA TIPO EMPUNHAVEL                                                     5130
11445    REBOBINADOR FILME FOTOGRÁFICO                                                                       6760
11447    REBOQUE ( TRAILER ) - TRANSPORTE EXPLOSIVO                                                          3920
11448    REBOQUE - ARMAZEM                                                                                   3920
11450    REBOQUE - PLATAFORMA                                                                                2330
11455    REBOQUE CARRINHOS DE AEROPORTOS                                                                     1740
11456    REBOQUE CISTERNA                                                                                    2330
11457    REBOQUE DE COMBATE A INCENDIO                                                                       4210
11458    REBOQUE DE TRANSPORTE DE PESSOAL E/OU CARGA                                                         2330
11460    REBOQUE ESPECIAL DE CONSTRUCAO - TRANSPORTE DE TERRA                                                3805
11461    REBOQUE ESPECIAL DE CONSTRUCAO PARA ARRASTO                                                         3805
11462    REBOQUE ESPECIAL DE CONSTRUCAO PARA ROCHA  ( TRANSPORTADOR BASCULANTE DO TIPO FORA DE ESTRADA )     3805
11469    REBOQUES ESPECIAIS PARA ARMAMENTO NUCLEAR                                                           1190
11470    RECEPTACULO                                                                                         5935
11472    RECEPTOR / DECODIFICADOR - SINAIS DIGITAIS                                                          5998
11473    PREDNISOLONA ACETATO                                                                                6505
11474    RECEPTOR PARA MAQUINA COPIADORA                                                                     7510
11475    RECHEIO PREPARADO                                                                                   8940
11476    RECINTO COM FLUXO LAMINAR                                                                           3694
11477    CAPELA FLUXO LAMINAR                                                                                3694
11478    RECINTO ESPECIALMENTE DESIGNADO PARA SIMULAR                                                        6636
11479    RECIPIENTE / BOTIJÃO CRIOGÊNICO                                                                     8145
11480    DISPENSER PARA LUVA                                                                                 7240
11482    MORINGA                                                                                             7330
11483    RECIPIENTE NUTRIÇÃO ENTERAL                                                                         6515
11484    RECIPIENTE ESPECIAL PARA BATERIA                                                                    6160
11485    RECIPIENTE ESTERILIZACAO - USO ODONTOLOGICO                                                         6520
11486    RECIPIENTE TÉRMICO                                                                                  7240
11492    RECIPIENTE ALIMENTOS                                                                                7330
11493    BALEIRO                                                                                             8135
11494    PORTA-XAMPU                                                                                         8135
11495    LIXEIRA                                                                                             7240
11499    RECORTADOR - USO ODONTOLOGICO                                                                       6520
11500    REDE COLETORA                                                                                       6530
11501    REDE DE NEBLINA                                                                                     1080
11502    REDE DE DORMIR                                                                                      8465
11503    REDE ESPORTE                                                                                        7830
11504    REDE DE INVERSAO DE FASE                                                                            5915
11505    REDE PESCA                                                                                          7810
11506    REDE DE SALVAMENTO FLUTUANTE                                                                        4220
11507    REDE DE SALVAMENTO NAO FLUTUANTE                                                                    4240
11508    REDE INFORMÁTICA - PEÇA / ACESSÓRIO                                                                 7010
11509    REDE PARA COMPENSACAO DE LINHA                                                                      5915
11510    REDE COLETORA                                                                                       7810
11511    REDE TRANSPORTE CARGA                                                                               3990
11512    BOMBA                                                                                               4310
11514    REDUTOR                                                                                             6515
11515    REDUTOR                                                                                             6850
11516    REDUTOR DE TINTA                                                                                    8010
11517    REDUTOR DE VELOCIDADE                                                                               2590
11518    REFACEADOR DE FERRAMENTA                                                                            5110
11519    REFIL BANDEJA TÉRMICA                                                                               7350
11520    REFIL - SOPEIRA TERMICA                                                                             7350
11521    REAGENTE PARA DIAGNÓSTICO CLÍNICO÷                                                                  6550
11522    REFILADORA - GRÁFICO                                                                                7490
11523    REFLETOR ( FLASH )                                                                                  6760
11528    REFLETOR SINALIZADOR DE ESTRADA                                                                     6310
11529    REFLETORES PARA ARMAS DE CALIBRE ACIMA DE 200MM ATE 300MM                                           1030
11530    REFORÇO AUTO-ADESIVO                                                                                7510
11531    REFRATÔMETRO                                                                                        6640
11532    REFRATOR                                                                                            6540
11534    REFRESCO DE FRUTA A BASE DE LEITE ( VITAMINA )                                                      8910
11535    REFRESQUEIRA                                                                                        7310
11536    REFRIGERADOR A GAS                                                                                  4110
11537    REFRIGERADOR CIENTIFICO                                                                             4110
11539    REFRIGERADOR DE LABORATÓRIO                                                                         4110
11540    REFRIGERADOR DE MATERIAL FOTOGRAFICO                                                                4110
11542    REGADOR                                                                                             7240
11545    REGISTRADOR AUTOMATICO DE TRAFEGO DE VEICULO                                                        6310
11546    REGISTRADOR DE COMUTACAO                                                                            5962
11547    REGISTRADOR DE MEIA COMUTACAO                                                                       5962
11552    REGISTRADOR ELETRONICO DE PRESSAO                                                                   6685
11553    REGISTRADOR ELETRONICO DE TEMPERATURA / UMIDADE                                                     6685
11554    REGISTRADOR GRÁFICO - PEÇAS/ACESSÓRIOS                                                              6625
11555    REGISTRADOR PIROMETRICO                                                                             6685
11557    REGISTRADOR TRANSIENTES SINAL ELETRONICO                                                            6636
